Bios Serial Number	User	Name	Os Name	Asset Notes	Last Inventory	Cs Manufacturer	Cs Model	Last User	Warranty Start	Warranty End	Assigned To	Function	Floor	Room
29103642353	mpackard	QST-WL-0268	Microsoft Windows 10 Enterprise x64	518F	5/28/2016 3:15	Microsoft Corporation	Surface Pro 3	AD\mpackard	9/18/2014 0:00	9/17/2015 0:00	mpackard	Primary		518F
MJ015GPT	fbrochet	QST-WD-0228	Microsoft Windows 7 Professional x64	528	5/27/2016 13:11	LENOVO	10A6S07J00	AD\fbrochet	7/10/2014 0:00	7/9/2018 0:00	fbrochet	Primary		528
C1MN80P5DTY3	pdoherty	SMG524AMACLT-1	Mac OS X 10.9.5 (x86_64)		5/28/2016 15:58	"Apple, Inc."	"MacBookPro9,2"		9/27/2014 0:00	9/26/2017 0:00	pdoherty	Secondary		
MJ01B596	ekeating	QST-WD-0314	Microsoft Windows 7 Enterprise x64	515A	5/28/2016 19:18	LENOVO	10A6S07J00	AD\ekeating	8/14/2014 0:00	8/13/2018 0:00	ekeating	Primary		515A
R9PD3AC	kmenon	SMG518HLT	Microsoft Windows 7 Enterprise x64		5/28/2016 19:27	LENOVO	4174GD4	AD\kmenon	6/11/2012 0:00	6/10/2016 0:00	kmenon	Secondary		
MJ02F57L	ali1	QST-WD-0202	Microsoft Windows 7 Enterprise x64	572	4/4/2016 0:35	LENOVO	10A6S1J000	AD\ali1	4/30/2015 0:00	4/29/2019 0:00	williams	Primary		572
MJ02PFUJ	msmith22	QST-WD-0225	Microsoft Windows 7 Enterprise x64	538	5/28/2016 19:22	LENOVO	10A6S25900	AD\msmith22	6/25/2015 0:00	6/24/2019 0:00	msmith22	Primary		538
MJ02SBYK	jdanders	QST-WD-0303	Microsoft Windows 7 Enterprise x64	518E	5/26/2016 15:25	LENOVO	10A6S2AQ00	AD\jdanders	7/18/2015 0:00	8/31/2018 0:00	jdanders	Primary		518E
13868254953	drgriswold_vantagepo	VPF-DAVID-LT	Microsoft Windows 10 Pro x64	529	5/28/2016 18:18	Microsoft Corporation	Surface Pro 4	CFNMAIL\drgriswold_vantagepo	3/9/2016 0:00	3/7/2020 0:00	griswodr	Secondary		529
G5YKH72	yesun	QST-WL-0210	Microsoft Windows 10 Enterprise x64	518D	5/28/2016 17:11	Dell Inc.	XPS 15 9550	AD\yesun	1/19/2016 0:00	1/22/2024 0:00	yesun	Secondary		518D
MJ03KZFU	lynnli	QST-WD-0335	Microsoft Windows 10 Enterprise x64	522G	5/10/2016 0:15	LENOVO	10FCS0CK00	AD\lynnli	2/12/2016 0:00	2/11/2020 0:00	lynnli	Primary		522G
C02R91CFGG7N	EKS	QST-MD-0115	Mac OS X 10.11.5 (x86_64)	522G	5/26/2016 21:31	"Apple, Inc."	"iMac17,1"		4/4/2016 0:00	4/3/2019 0:00	lynnli	Secondary		522G
MJBBTPR	kfrid	QST-WD-0301	Microsoft Windows 7 Professional x64	416 F	5/28/2016 18:54	LENOVO	4524A61	AD\kfrid	8/25/2011 0:00	8/24/2015 0:00	msforza	Shared		416 F
MJ00ERMT	msforza	QST-WD-0297	Microsoft Windows 7 Professional x64	416F	5/28/2016 18:27	LENOVO	10A6A03RUS	AD\msforza	3/4/2014 0:00	3/3/2018 0:00	msforza	Primary		416F
MJ01CY7F	mpaeglow	QST-WD-0210	Microsoft Windows 7 Enterprise x64	504F	4/8/2016 1:44	LENOVO	30AJS03U00	AD\mpaeglow	9/7/2014 0:00	9/7/2017 0:00	mpaeglow	Primary		504F
MJ45F6E	shaked	SMG518G	Microsoft Windows 7 Enterprise x64	518G	5/28/2016 19:21	LENOVO	3212BJ7	AD\shaked	8/1/2013 0:00	7/21/2017 0:00	shaked	Primary		518G
R9F42KB	griswodr	SMG529LT	Microsoft Windows 7 Professional x64	529	5/24/2016 14:19	LENOVO	4243C13	AD\griswodr	7/29/2011 0:00	7/28/2015 0:00	griswodr	Primary		529
2UA027123R	alyasoff	SMG554	Microsoft Windows 7 Professional x64	554	5/28/2016 19:37	Hewlett-Packard	HP Z800 Workstation	AD\alyasoff	7/12/2010 0:00	7/11/2013 0:00	alyasoff	Primary		554
MJ49E1K	tchad	SMG522K-1	Microsoft Windows 7 Enterprise x64	522K	5/28/2016 19:16	LENOVO	3212BJ7	AD\tchad	8/3/2013 0:00	7/23/2017 0:00	tchad	Primary		522K
FMD0JL1	detemple	SMG546A-1	Microsoft Windows 7 Enterprise x64	546A	5/28/2016 19:01	Dell Inc.	Precision WorkStation T7500	AD\detemple	12/1/2010 0:00	12/1/2014 0:00	detemple	Primary		546A
MJ762AL	yerkin	QST-WD-0259	Microsoft Windows 7 Enterprise x64	589	5/28/2016 19:01	LENOVO	36901K3	AD\yerkin	5/26/2013 0:00	5/15/2017 0:00	yerkin	Primary		589
MJYWGX3	donsmith	SMG522F	Microsoft Windows 7 Professional x64	522F	8/27/2015 9:38	LENOVO	4524A61	AD\donsmith	7/2/2011 0:00	7/1/2015 0:00	donsmith	Primary		522F
R9Y3Y5V	nalink	QST-WL-0256	Microsoft Windows 7 Enterprise x64	536	5/28/2016 19:18	LENOVO	2355BE3	AD\nalink	8/8/2013 0:00	8/7/2017 0:00	nalink	Primary		536
D25LJ0NTF8JC	dhackbar	SMG564MAC-2	Mac OS X 10.9.5 (x86)	564	5/11/2016 14:28	Apple/Intel	"iMac14,2"		10/21/2013 0:00	10/20/2016 0:00	dhackbar	Primary		564
C02LM08UFD58	dhackbar	SMG564MACLT-1	Mac OS X 10.11.5 (x86_64)	564	5/27/2016 19:10	"Apple, Inc."	"MacBookPro11,2"		11/5/2013 0:00	11/4/2016 0:00	dhackbar	Secondary		564
PF00ABQC	rindisbm	SMG520CLT-1	Microsoft Windows 7 Professional x64	520C	5/28/2016 18:08	LENOVO	20AMA0DSUS	AD\rindisbm	12/29/2013 0:00	12/18/2017 0:00	rindisbm	Secondary		520C
C02K72VADNMP	buffa	SMG532MAC-1	Mac OS X 10.11.4 (x86_64)	532	5/24/2016 20:49	"Apple, Inc."	"iMac13,2"		2/25/2013 0:00	2/24/2016 0:00	buffa	Primary		532
MJ00ERMU	kosher	SMG522J	Microsoft Windows 7 Professional x64	522J	4/15/2016 2:14	LENOVO	10A6A03RUS	AD\kosher	3/4/2014 0:00	3/3/2018 0:00	kosher	Primary		522J
R9Z52DA	dspieler	SMG539LT-1	Microsoft Windows 7 Enterprise x64	539	5/27/2016 17:30	LENOVO	2355BE3	AD\dspieler	6/7/2013 0:00	6/6/2017 0:00	dspieler	Primary		539
MJ0180S1	rindisbm	SMG520C	Microsoft Windows 7 Enterprise x64	520C	4/8/2016 2:06	LENOVO	10A6S19F00	AD\rindisbm	8/3/2014 0:00	8/3/2017 0:00	rindisbm	Primary		520C
D25N606TF8JC	yunjeen	QST-MD-0104	Mac OS X 10.9.5 (x86_64)	548A	5/28/2016 18:56	"Apple, Inc."	"iMac14,2"		8/6/2014 0:00	8/5/2017 0:00	yunjeen	Primary		548A
MP05MJ6V	nalink	SMG536-1	Microsoft Windows 7 Enterprise x64	536	5/10/2016 1:05	LENOVO	F0AM	AD\nalink	10/28/2014 0:00	10/27/2017 0:00	nalink	Secondary		536
C02GJ3X6DRJL	lyandres	SMG546GMACLT-1	Mac OS X 10.9.5 (x86_64)	546G	12/20/2014 3:57	Apple/Intel	"MacBookPro8,2"		10/10/2011 0:00	10/9/2014 0:00	lyandres	Primary		546G
4MLVWW1	detemple	QST-WL-0257	Microsoft Windows 10 Enterprise x64	546A	5/28/2016 19:43	Dell Inc.	XPS L421X	AD\detemple	2/17/2013 0:00	2/17/2016 0:00	detemple	Secondary		546A
MJ01DGDD	jhdevoy	QST-WD-0223	Microsoft Windows 7 Enterprise x64	541	5/20/2016 10:59	LENOVO	10A6S07J00	QST-WD-0223\istds-admin	8/30/2014 0:00	8/29/2018 0:00	jhdevoy	Primary		541
MJ01DGDF	jimwelch	SMG522C	Microsoft Windows 7 Enterprise x64		5/26/2016 0:08	LENOVO	10A6S07J00	AD\jimwelch	8/30/2014 0:00	8/29/2018 0:00	engwu	Primary		
MJ02KF2P	robertsm	QST-WD-0217	Microsoft Windows 7 Enterprise x64	527	12/18/2015 15:15	LENOVO	10A6S25900	AD\robertsm	6/4/2015 0:00	6/3/2019 0:00	robertsm	Primary		527
C02PTFNWFVH5	amichel	QST-ML-0213	Mac OS X 10.11.5 (x86_64)	522D	5/28/2016 19:03	"Apple, Inc."	"MacBookPro12,1"		7/1/2015 0:00	6/30/2018 0:00	amichel	Primary		522D
R90G8BKT	kgriner	QST-WL-0234	Microsoft Windows 7 Enterprise x64	548C	5/28/2016 19:24	LENOVO	20BTS2BL00	AD\kgriner	6/13/2015 0:00	6/12/2019 0:00	kgriner	Primary		548C
C02Q30HVF8J4	donsmith	qst-md-0110	Mac OS X 10.10.5 (x86_64)	522 F	5/28/2016 17:08	"Apple, Inc."	"iMac14,2"		7/24/2015 0:00	7/23/2018 0:00	donsmith	Primary		522 F
C02L2752FFT0	gas	Gustavos MacBook Pro	Mac OS X 10.11.5 (x86_64)	546B	5/28/2016 16:13	"Apple, Inc."	"MacBookPro10,1"		7/20/2013 0:00	7/19/2016 0:00	gas	Primary		546B
MJ03VK6G	bpalazzo	QST-WD-0339	Microsoft Windows 10 Enterprise x64	522H	5/28/2016 18:54	LENOVO	30A4S0W500	AD\bpalazzo	11/30/-001 00:00:00	11/30/-001 00:00:00	bpalazzo	Primary		522H
C02QMFEBGG7J	gsabin	QST-MD-0121	Mac OS X 10.11.5 (x86_64)	541	5/28/2016 13:58	"Apple, Inc."	"iMac17,1"		11/30/-001 00:00:00	11/30/-001 00:00:00		Primary		541
MJRALFR	jccs	SMG615C-1	Microsoft Windows 7 Professional x64	615 C	5/6/2016 0:39	LENOVO	4223AF5	AD\jccs	7/28/2012 0:00	8/6/2015 0:00	jccs	Primary		615 C
2UA8500SY4	jwallen	SMG631-1	Microsoft Windows 7 Enterprise x64		5/28/2016 19:11	Hewlett-Packard	HP xw4600 Workstation	AD\jwallen	12/12/2008 0:00	1/5/2014 0:00	jwallen	Secondary		
36816433953	jwallen	SMG631LT-1	Microsoft Windows 8.1 Pro x64		4/27/2016 18:18	Microsoft Corporation	Surface Pro 2	AD\jwallen	1/19/2014 0:00	1/18/2015 0:00	jwallen	Secondary		
R90GHPUW	jwallen	QST-WL-0215	Microsoft Windows 7 Enterprise x64	631	5/27/2016 23:51	LENOVO	20BFS4KY00	AD\jwallen	7/10/2015 0:00	7/9/2019 0:00	jwallen	Primary		631
R90GV8ZG	halford	QST-WL-0237	Microsoft Windows 7 Enterprise x64	627	5/13/2016 15:08	LENOVO	20BFS4EA00	AD\halford	8/12/2015 0:00	8/11/2019 0:00	halford	Primary		627
R90GX54V	jccs	QST-WL-0239	Microsoft Windows 7 Enterprise x64	615C	5/2/2016 9:51	LENOVO	20BTS2BL00	AD\jccs	8/19/2015 0:00	8/18/2019 0:00	jccs	Secondary		615C
MJ45F5Z	patk	QST-WD-0203	Microsoft Windows 7 Enterprise x64	661	5/28/2016 19:11	LENOVO	3212BJ7	AD\patk	8/1/2013 0:00	7/21/2017 0:00	patk	Primary		661
MJ53Z3T	monic	SMG671-1	Microsoft Windows 7 Enterprise x64	671	4/19/2016 1:36	LENOVO	3212BJ7	AD\monic	8/4/2013 0:00	7/24/2017 0:00	monic	Primary		671
2UA838183K	utter	SMG670-1	Microsoft Windows 7 Professional	670	5/28/2016 19:01	Hewlett-Packard	HP xw4600 Workstation	AD\utter	9/21/2008 0:00	9/27/2013 0:00	utter	Secondary		670
MJ004NV5	bickart	SMG669-1	Microsoft Windows 7 Professional x64		4/15/2016 1:51	LENOVO	30A2A038US	AD\bickart	12/29/2013 0:00	12/18/2017 0:00	bickart	Primary		
MJ00ERMY	brunel	QST-WD-0308	Microsoft Windows 7 Professional x64	659	4/4/2016 0:35	LENOVO	10A6A03RUS	AD\brunel	3/4/2014 0:00	3/3/2018 0:00	brunel	Primary		659
MJ0023TV	monic	SMG671-2	Microsoft Windows 7 Professional x64	671	5/28/2016 11:06	LENOVO	10A6CTO1WW	AD\monic	11/30/-001 00:00:00	11/30/-001 00:00:00	monic	Secondary		671
MJ01B597	monic	QST-WD-0325	Microsoft Windows 7 Enterprise x64	671	5/28/2016 18:56	LENOVO	10A6S07J00	AD\monic	8/14/2014 0:00	8/13/2018 0:00	monic	Primary		671
R90G3E1K	ssrini	QST-WL-0212	Microsoft Windows 7 Enterprise x64	658C	5/28/2016 18:42	LENOVO	20BTS2BL00	AD\ssrini	5/31/2015 0:00	5/30/2019 0:00	ssrini	Secondary		658C
R90GT9RZ	menezes	QST-WL-0236	Microsoft Windows 7 Enterprise x64	617	5/26/2016 20:13	LENOVO	20BTS2BL00	AD\menezes	8/7/2015 0:00	8/6/2019 0:00	menezes	Secondary		617
C2QN70NLFKYQ	smbaum	qst-ml-0222	Mac OS X 10.10.5 (x86_64)	614	5/12/2016 14:19	"Apple, Inc."	"MacBookAir6,2"		9/18/2014 0:00	9/17/2015 0:00	morewedg	Shared		614
C02Q5E2WG8WN	patk	qst-ml-0223	Mac OS X 10.10.5 (x86_64)	661	5/28/2016 12:06	"Apple, Inc."	"MacBookPro11,4"		9/2/2015 0:00	9/1/2018 0:00	patk	Secondary		661
PC08ZGPU	monic	QST-WL-0246	Microsoft Windows 7 Enterprise x64	671	5/28/2016 1:54	LENOVO	20BXCTO1WW	AD\monic	11/30/-001 00:00:00	11/30/-001 00:00:00	monic	Secondary		671
C02RGPYAFVH5	utter	qst-ml-0226	Mac OS X 10.11.4 (x86_64)	670	5/27/2016 10:06	"Apple, Inc."	"MacBookPro12,1"		4/7/2016 0:00	4/6/2019 0:00	utter	Primary		670
MJ762BK	mbenaroc	QST-WD-0334	Microsoft Windows 7 Enterprise x64	502E	5/28/2016 18:58	LENOVO	36901K3	AD\mbenaroc	5/26/2013 0:00	5/15/2017 0:00	mbenaroc	Primary		502E
PK05B9H	gmpowers	QST-WL-0269	Microsoft Windows 10 Enterprise x64	640A	5/28/2016 19:32	LENOVO	2355BE3	AD\gmpowers	8/4/2013 0:00	7/24/2017 0:00	gmpowers	Primary		640A
MJRLPRF	lagha	SMG634A-1	Microsoft Windows 7 Professional x64	634A	5/27/2016 13:21	LENOVO	3212AV7	AD\lagha	8/21/2012 0:00	8/11/2016 0:00	lagha	Primary		634A
PK2LARM	rebitzer	QST-WL-0248	Microsoft Windows 7 Enterprise x64	637 A	5/28/2016 19:18	LENOVO	3448AR2	AD\rebitzer	2/1/2014 0:00	1/31/2018 0:00	rebitzer	Secondary		637 A
MJ033D9J	kericson	QST-WD-0316	Microsoft Windows 7 Enterprise x64	615B	5/28/2016 19:25	LENOVO	10A6S2JT00	AD\kericson	10/10/2015 0:00	10/9/2019 0:00	kericson	Primary		615B
R90J7UK9	pfoxp	QST-WL-0252	Microsoft Windows 7 Enterprise x64	514B	5/28/2016 7:32	LENOVO	20BTS2BL00	AD\pfoxp	12/10/2015 0:00	12/9/2019 0:00	pfoxp	Primary		514B
C02RJ1JRG8WL	ssamuels	QST-WL-0265	Microsoft Windows 10 Enterprise x64	643	5/10/2016 12:01	Apple Inc.	"MacBookPro11,4"	AD\ssamuels	4/15/2016 0:00	4/14/2019 0:00	ssamuels	Primary		643
C02RP31ZG8WL	ssamuels	QST-WL-0273	Microsoft Windows 10 Enterprise x64	643A	5/28/2016 18:06	Apple Inc.	"MacBookPro11,4"	AD\ssamuels	11/30/-001 00:00:00	11/30/-001 00:00:00	ssamuels	Primary		643A
MJ762AN	bird33	QST-WD-0321	Microsoft Windows 7 Enterprise x64	606	5/28/2016 18:36	LENOVO	36901K3	AD\bird33	5/26/2013 0:00	5/15/2017 0:00	bird33	Primary		606
MJ49E1P	bkadets	QST-WD-0344	Microsoft Windows 7 Enterprise x64	656A	5/28/2016 18:30	LENOVO	3212BJ7	AD\bkadets	8/3/2013 0:00	7/23/2017 0:00	bkadets	Primary		656A
MJ761ZA	remaurer	QST-WD-0258	Microsoft Windows 7 Enterprise x64	650	5/28/2016 19:16	LENOVO	36901K3	AD\remaurer	5/26/2013 0:00	5/15/2017 0:00	remaurer	Primary		650
MJ92M7P	jheineke	QST-WD-0222	Microsoft Windows 7 Enterprise x64	669A	5/28/2016 19:19	LENOVO	3212BJ7	AD\jheineke	8/27/2013 0:00	8/16/2017 0:00	jheineke	Primary		669A
MJPBXNF	cwnewell	SMG656B-1	Microsoft Windows 7 Enterprise x64	656B	5/28/2016 19:09	LENOVO	4524AY5	AD\cwnewell	7/5/2012 0:00	6/25/2016 0:00	cwnewell	Primary		656B
R9F42K7	istds-admin	QST-WL-0259	Microsoft Windows 7 Professional x64	627A	4/28/2016 11:09	LENOVO	4243C13	QST-WL-0259\istds-admin	7/29/2011 0:00	7/28/2015 0:00	pmorriso	Primary		627A
38180142353	rnichols	SMG648LT-2	Microsoft Windows 8.1 Pro x64		5/28/2016 19:51	Microsoft Corporation	Surface Pro 3	AD\rnichols	9/18/2014 0:00	9/17/2015 0:00	rnichols	Secondary		
R902K58F	jjaeker	QST-WL-0266	Microsoft Windows 7 Enterprise x64	657A	5/28/2016 19:24	LENOVO	20A8A0A5US	AD\jjaeker	6/20/2014 0:00	6/19/2018 0:00	jjaeker	Primary		657A
MJ02KDS4	mshwartz	QST-WD-0212	Microsoft Windows 7 Enterprise x64	665	5/19/2016 0:14	LENOVO	10A6S25900	AD\mshwartz	6/4/2015 0:00	6/3/2019 0:00	mshwartz	Primary		665
34181451753	cwnewell	QST-WL-0217	Microsoft Windows 8.1 Pro x64	656B	5/28/2016 19:49	Microsoft Corporation	Surface Pro 3	AD\cwnewell	9/24/2015 0:00	9/25/2016 0:00	cwnewell	Secondary		656B
C02PX3K1G8WN	aakkas	qst-ml-0217	Mac OS X 10.10.5 (x86_64)	601	5/27/2016 14:17	"Apple, Inc."	"MacBookPro11,4"		7/20/2015 0:00	7/19/2018 0:00	aakkas	Primary		601
C02Q32NVFVH8	bellamym	qst-ml-0218	Mac OS X 10.11.4 (x86_64)	673	5/28/2016 19:40	"Apple, Inc."	"MacBookPro12,1"		7/17/2015 0:00	7/16/2018 0:00	bellamym	Primary		673
37830754953	jheineke	QST-WL-0253	Microsoft Windows 10 Pro x64	669A	4/20/2016 15:15	Microsoft Corporation	Surface Pro 4	AD\jheineke	3/4/2016 0:00	3/2/2020 0:00	jheineke	Secondary		669A
MJ03TNKB	pekoz	QST-WD-0294	Microsoft Windows 10 Enterprise x64	607	5/28/2016 19:08	LENOVO	10FCS05H00	AD\pekoz	4/15/2016 0:00	4/14/2020 0:00	pekoz	Primary		607
R90KCV94	pmorriso	QST-WL-0267	Microsoft Windows 7 Enterprise x64	627A	5/28/2016 19:16	LENOVO	20BFS4EA00	AD\pmorriso	4/14/2016 0:00	4/13/2020 0:00	pmorriso	Primary		627A
MJ03UWBW	srrosent	QST-WD-0338	Microsoft Windows 10 Enterprise x64	560	5/28/2016 19:16	LENOVO	10FCS05H00	AD\srrosent	11/30/-001 00:00:00	11/30/-001 00:00:00	srrosent	Primary		560
F5KRJ0D1F9VN	istds-admin	QST-WL-0272	Microsoft Windows 10 Enterprise x64	655	5/10/2016 14:43	Apple Inc.	"MacPro6,1"	.\istds-admin	11/30/-001 00:00:00	11/30/-001 00:00:00	ren	Secondary		655
F5KRJ0D1F9VN	istds-admin	QST-ML-0202	Mac OS X 10.11.4 (x86_64)	655	5/10/2016 14:53	"Apple, Inc."	"MacPro6,1"		11/30/-001 00:00:00	11/30/-001 00:00:00	ren	Secondary		655
C02LD0Z6F5N8	kmac	SMG501MACLT-1 (2)	Mac OS X 10.8.5 (x86_64)	501	5/15/2016 20:09	"Apple, Inc."	"MacBookAir6,1"		10/4/2013 0:00	10/3/2016 0:00	kmac	Secondary		501
2UA8300Z1M	lmmyka	QST-WD-0240	Microsoft Windows 7 Professional	343 A	7/24/2015 2:00	Hewlett-Packard	HP xw4600 Workstation	AD\lmmyka	7/27/2008 0:00	8/2/2014 0:00	nelee	Shared		343 A
MJ45F5X	kmac	SMG501-1	Microsoft Windows 7 Enterprise x64	501	5/28/2016 19:00	LENOVO	3212BJ7	AD\kmac	8/1/2013 0:00	7/21/2017 0:00	kmac	Primary		501
MJ49E1T	dthall	SMG558-1	Microsoft Windows 7 Enterprise x64	558	5/28/2016 19:21	LENOVO	3212BJ7	AD\dthall	8/3/2013 0:00	7/23/2017 0:00	dthall	Primary		558
MJ45F6B	frenchjd	SMG616-1	Microsoft Windows 7 Enterprise x64	616	5/28/2016 19:12	LENOVO	3212BJ7	AD\frenchjd	8/1/2013 0:00	7/21/2017 0:00	frenchjd	Primary		616
MJ761YR	susilo2	QST-WD-0252	Microsoft Windows 7 Enterprise x64	515C	5/28/2016 18:54	LENOVO	36901K3	AD\susilo2	5/26/2013 0:00	5/15/2017 0:00	hartman1	Shared		515C
C02HN0DUDHJP	sdeacon	QST-WD-0204	Microsoft Windows 7 Professional x64	633	5/10/2016 1:09	Apple Inc.	"iMac12,2"	AD\sdeacon	7/14/2012 0:00	7/14/2015 0:00	sdeacon	Primary		633
CND0350NRP	mbarton	SMG616LT	Microsoft Windows 7 Professional		6/30/2015 14:14	Hewlett-Packard	HP EliteBook 8440p	AD\mbarton	9/3/2014 0:00	9/2/2014 0:00	mbarton	Reserve		
R9ZZX73	pjhutch	SMG642ALT-1	Microsoft Windows 7 Enterprise x64	642A	5/27/2016 15:05	LENOVO	2324EB4	AD\pjhutch	7/26/2013 0:00	7/15/2017 0:00	pjhutch	Primary		642A
2UA8291Q0S	rtsulliv	SMG632A-1	Microsoft Windows 7 Professional	633 A	5/28/2016 19:25	Hewlett-Packard	HP xw4600 Workstation	AD\rtsulliv	7/23/2008 0:00	8/26/2013 0:00	rtsulliv	Shared		633 A
R9ZMG1H	rouse	SMG613LT-1	Microsoft Windows 7 Enterprise x64	613	5/24/2016 12:13	LENOVO	2355BE3	AD\rouse	6/29/2013 0:00	6/28/2017 0:00	rouse	Primary		613
R9KWBE0	jackmc	SMG552LT-2	Microsoft Windows 7 Professional x64		4/16/2016 4:56	LENOVO	4174WK1	AD\jackmc	12/26/2011 0:00	1/4/2016 0:00	jackmc	Secondary		
R9FEVTT	kgbiddle	QST-WL-0244	Microsoft Windows 7 Professional x64	647A	3/31/2016 13:15	LENOVO	4291G96	AD\kgbiddle	8/15/2011 0:00	8/14/2015 0:00	kgbiddle	Secondary		647A
C02LN0E3F5YW	kekram	SMG647AMACLT-1	Mac OS X 10.9.5 (x86_64)	504	5/17/2016 18:06	Apple/Intel	"MacBookAir6,1"		11/7/2013 0:00	11/6/2016 0:00	kekram	Secondary		504
C02L5C7KF8J4	eheaphy	SMG619AMAC-1	Mac OS X 10.8.5 (x86_64)	619A	5/28/2016 16:05	"Apple, Inc."	"iMac14,2"		10/14/2013 0:00	10/13/2016 0:00	eheaphy	Primary		619A
MJ19TYV	tharper	QST-WD-0293	Microsoft Windows 7 Professional x64	Room 128	5/28/2016 18:44	LENOVO	3212BJ7	AD\tharper	12/9/2013 0:00	11/28/2017 0:00	tharper	Primary		Room 128
MJ008E08	yjc256	SMG571	Microsoft Windows 7 Professional x64	635	5/9/2016 10:11	LENOVO	10A6A03RUS	AD\yjc256	1/23/2014 0:00	1/22/2018 0:00	yjc256	Secondary		635
5085340253	asodano	SMG570LT-1	Microsoft Windows 8.1 Pro x64	570	10/12/2015 20:24	Microsoft Corporation	Surface Pro 2	AD\asodano	4/10/2014 0:00	4/9/2015 0:00	asodano	Primary		570
D25M207AF8J4	kekram	SMG502DMAC-1	Mac OS X 10.9.5 (x86_64)	502D	4/26/2016 13:38	Apple/Intel	"iMac14,2"		1/28/2014 0:00	1/27/2017 0:00	kekram	Primary		502D
C02LX4TEF8J4	wkahn	SMG653MAC-1	Mac OS X 10.10.5 (x86_64)	653	5/28/2016 17:07	"Apple, Inc."	"iMac14,2"		2/17/2014 0:00	2/16/2017 0:00	wkahn	Primary		653
MJ00ERWJ	ffoulkes	SMG550-1	Microsoft Windows 7 Professional x64	550	4/29/2016 0:09	LENOVO	10A6A03RUS	AD\ffoulkes	3/1/2014 0:00	2/28/2018 0:00	ffoulkes	Primary		550
2UA8500SXY	wbachman	SMG618A	Microsoft Windows 7 Enterprise x64	618 A	5/28/2016 19:21	Hewlett-Packard	HP xw4600 Workstation	AD\wbachman	12/12/2008 0:00	1/5/2014 0:00	mcpereir	Primary		618 A
2UA838183L	tanastas	SMG632-1	Microsoft Windows 7 Enterprise x64	632	5/28/2016 18:59	Hewlett-Packard	HP xw4600 Workstation	AD\tanastas	9/21/2008 0:00	10/28/2013 0:00	levindj	Shared		632
C02H98SMDHJP	lbaird	SMG564-2	Microsoft Windows 7 Professional	502A	3/1/2016 11:34	Apple Inc.	"iMac12,2"	AD\lbaird	4/5/2012 0:00	4/4/2015 0:00	lbaird	Secondary		502A
C1MMGW3XDTY3	jmando	SMG545MACLT	Mac OS X 10.11.4 (x86_64)	545	5/28/2016 10:43	"Apple, Inc."	"MacBookPro9,2"		6/9/2014 0:00	6/8/2017 0:00	jmando	Primary		545
MJ01AGC0	kgbiddle	SMG647A-1	Microsoft Windows 7 Enterprise x64	647A	5/28/2016 19:15	LENOVO	30AJS03T00	AD\kgbiddle	8/28/2014 0:00	8/28/2017 0:00	kgbiddle	Primary		647A
48246443453	kgbiddle	SMG647ALT	Microsoft Windows 8.1 Pro x64	647A	2/6/2016 9:16	Microsoft Corporation	Surface Pro 3	AD\kgbiddle	12/16/2014 0:00	12/15/2015 0:00	kgbiddle	Secondary		647A
PF01CR90	dstolow	SMG525LT	Microsoft Windows 7 Enterprise x64	525	5/28/2016 19:10	LENOVO	20ARA05BUS	AD\dstolow	6/6/2014 0:00	6/5/2018 0:00	dstolow	Primary		525
C02NH16DG3QP	mbarton	SMG623MACLT-1	Mac OS X 10.9.5 (x86_64)	623	5/27/2016 10:08	"Apple, Inc."	"MacBookPro11,3"		10/7/2014 0:00	10/6/2017 0:00	mbarton	Primary		623
Parallels-1F B8 B3 65 8B DF 44 18 A0 A3 D3 0C 6B D1 51 91	mbarton	SMG623LT-1	Microsoft Windows 7 Enterprise x64	623	9/8/2015 9:22	Parallels Software International Inc.	Parallels Virtual Platform	AD\mbarton	11/30/-001 00:00:00	11/30/-001 00:00:00	mbarton	Secondary		623
C02NK5JUG5RP	jackmc	SMG522MACLT-1	Mac OS X 10.9.5 (x86_64)	5th floor	5/28/2016 13:33	"Apple, Inc."	"MacBookAir6,2"		10/27/2014 0:00	10/26/2017 0:00	jackmc	Primary		5th floor
R9KEMGG	aimin	SMG643LT-2	Microsoft Windows 7 Professional x64	643	4/25/2016 20:16	LENOVO	4243VKK	AD\aimin	12/11/2011 0:00	12/10/2015 0:00	aimin	Primary		643
C02H98SMDHJP	lbaird	SMG564MAC-1	Mac OS X 10.7.5 (x86_64)	502A	5/26/2016 13:35	"Apple, Inc."	"iMac12,2"		4/5/2012 0:00	4/4/2015 0:00	lbaird	Primary		502A
C02PMBJPFVH7	eheaphy	QST-ML-0201	Mac OS X 10.10.3 (x86_64)	619A	5/27/2016 16:41	"Apple, Inc."	"MacBookPro12,1"		5/6/2015 0:00	5/5/2018 0:00	eheaphy	Secondary		619A
C1MPQ9U7G944	erinreid	QST-ML-0219	Mac OS X 10.10.5 (x86_64)	619	5/26/2016 14:47	"Apple, Inc."	"MacBookAir7,2"		6/2/2015 0:00	6/1/2018 0:00	erinreid	Primary		619
C02PN58HFVH5	sdeacon	qst-ml-0209	Mac OS X 10.10.5 (x86_64)	633	5/28/2016 8:10	"Apple, Inc."	"MacBookPro12,1"		6/17/2015 0:00	6/16/2018 0:00	sdeacon	Secondary		633
